,BILL_NO,BILL_ID,PUBL_PROPOSER,BILL_NAME,DESCRIPTION,LINK_URL,VOTE_DATE,VOTE_RESULT,RST_PROPOSER
768,2107887,PRC_O2U0Z1W2K2Z4A1S5O5A2H4R6J0U4D5,"고영인,김병기,박홍근,송영길,유정주,이규민,이용빈,조승래,한준호,홍익표,홍정민",방송법 일부개정법률안," 제안이유 및 주요내용 2018년 9월 방송통신위원회의 소속기관으로 방송통신사무소가 설립됨에 따라 방송통신위원회의 권한 중 일부는 「정부조직법」에 따라 소속기관인 방송통신사무소에 위임되었음. 그런데 현행법은 방송통신위원회의 업무를 과학기술정보통신부 소속 기관의 장 또는 진흥원에만 위탁할 수 있도록 규정하고 있고, 방송통신위원회가 그 소속기관에는 위임할 수 있는 법률적 근거를 마련하지 않는 문제가 있음. 이러한 입법불비의 문제를 해소하기 위하여 「정보통신망 이용촉진 및 정보보호 등에 관한 법률」은 방송통신위원회의 권한의 일부를 소속기관인 방송통신사무소에 위임할 수 있도록 개정ㆍ시행(2020. 8. 5.)되었음. 이에 방송통신위원회의 권한의 일부를 방송통신위원회의 소속기관의 장에게 위임할 수 있는 근거를 마련함으로써, 현행법의 운영과정에서 나타나는 문제점을 개선하려는 것임(안 제103조제1항 및 제2항). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2U0Z1W2K2Z4A1S5O5A2H4R6J0U4D5,2021-05-21,원안가결,우상호
769,2108052,PRC_L2R1A0U2D0V9C1E6Y4H9N4T4W4L1Z4,"김희국,송언석,양금희,윤재옥,이종배,임이자,정진석,지성호,홍석준",노후거점산업단지의 활력증진 및 경쟁력강화를 위한 특별법 일부개정법률안," 제안이유 산업단지는 국가경제와 지역산업의 거점으로 생산, 수출, 고용 등에서 많은 비중을 차지하고 있는 등 우리나라 경제발전에 크게 기여하고 있으나, 4차 산업혁명, 코로나바이러스감염증-19 사태 등으로 가속화되는 디지털화, 탈탄소 경제 전환 등 산업환경 변화에 따라 산업단지가 새롭게 거듭나야 한다는 요구가 지속적으로 제기되고 있음. 특히 제조업의 구조조정 가능성, 고용위기 우려 등으로 인한 지역 경제의 침체를 극복하기 위한 특단의 대책이 필요한 상황임. 이러한 문제의식 하에 정부는 일자리창출과 제조업혁신을 위한 산업단지 대개조 계획을 통해 산업단지 지원 방식을 대대적으로 전환하여 산업단지 중심의 지역일자리 거점을 조성하겠다고 발표함. 그간 개별 산업단지 중심으로 지원했던 방식을 개선하여 지역별 노후거점산업단지와 연계지역을 묶어서 지원하고 지역 주도로 산업단지 중심의 혁신계획을 수립하면 관계 중앙행정기관이 범부처 협의체를 통해 사업대상 지역을 선정하여 관련된 지원사업을 집중하겠다는 내용임. 이에 연계지역에 대한 법적 정의를 신설하고 노후거점산업단지와 연계지역에 대한 체계적 지원 체계를 마련하는 등 산업단지 대개조 계획에 따른 각종 사업이 효과적으로 추진될 수 있도록 지원하려는 것임. 주요내용 가. “연계지역”이란 노후거점산업단지와 함께 지원할 경우 지역 경제 활성화와 일자리 창출 효과가 클 것으로 기대되는 지역을 말함(안 제2조제1호의2 신설). 나. 경쟁력강화사업지구를 경쟁력강화사업을 추진하기로 지정된 노후거점산업단지 또는 연계지역으로 정의함으로써 노후거점산업단지와 함께 연계지역을 경쟁력강화사업지구로 지정할 수 있도록 함(안 제2조제5호). 다. 경쟁력강화사업의 효과적인 추진을 위해 중앙행정기관의 장과 경쟁력강화사업지구의 지방자치단체의 장이 사업내용, 투자분담 등이 포함된 협약을 체결할 수 있는 근거를 마련하고, 매년 필요한 예산의 편성 등 체결된 협약을 이행하기 위한 조치의무를 정함(안 제12조제5항부터 제7항까지 신설). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2R1A0U2D0V9C1E6Y4H9N4T4W4L1Z4,2021-06-29,수정가결,김상훈
770,2108078,PRC_C2O1B0Z2S0D5P0P8B5R0X3B1U6O5X7,"고용진,박상혁,박성준,박정,서영교,유정주,이규민,이수진,장철민",관광진흥법 일부개정법률안," 제안이유 및 주요내용 한국 여행업협회의 업계 피해 실태 전수조사 결과에 의하면 2020년 10월 말 기준 조사대상 17,664개 업체 중 폐업 신고완료 업체는 202개, 사실상 폐업상태는 3,953개인 것으로 나타났고 지방의 소규모 업체들도 함께 고사 상태에 빠져있음. 2020년 여행업 전체 매출은 1조 9,198억원으로 2019년 11조 7,949억원 대비 83.7%가 감소한 것으로 추정되며 실직자 역시 4만5천여명에 이르는 것으로 파악되고 있음. 그러나 현재 관광진흥법에는 관광사업자들에 대한 재난 지원 사항이 명시되어 있지 않음. 이에 정부가 감염병 확산 등 관광사업자의 경영상 중대한 위기 발생 시 관광산업 경쟁력 제고를 위한 지원을 할 수 있는 근거를 마련하고자 함(안 제76조의1 신설). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2O1B0Z2S0D5P0P8B5R0X3B1U6O5X7,2021-07-23,수정가결,임오경
771,2108095,PRC_Q2X1H0Y2U0B2N1Y3M4U2P4X2X0W1O5,"고용진,김민철,김승원,김홍걸,도종환,오영환,유정주,이규민,이수진,임오경,장철민",관광진흥법 일부개정법률안, 제안이유 및 주요내용 현행법은 관광 여건을 조성하고 관광자원을 개발하며 관광사업을 육성하여 관광진흥에 이바지하는 것을 목적으로 하고 있음. 그런데 최근 코로나바이러스감염증-19(COVID-19)의 유행으로 관광업계 및 관련 상권이 직격탄을 맞고 있는 상황에서 관광정책도 포스트 코로나 시대를 대비해야 한다는 목소리가 지속적으로 제기되고 있는 상황임. 이에 정부가 추진 중인 스마트관광산업의 정의와 육성 관련 규정을 마련하여 새로운 시대에 대비한 스마트관광산업을 안정적으로 육성할 수 있도록 하려는 것임(안 제2조제13호 및 제47조의8 신설). ,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2X1H0Y2U0B2N1Y3M4U2P4X2X0W1O5,2021-05-21,수정가결,박정
772,2108175,PRC_K2W1C0Z2J1B7S1O5F4R3W3B9B6W2Z8,"구자근,권명호,김희국,박성중,엄태영,윤영석,이명수,이종성,최형두",농어촌정비법 일부개정법률안," 제안이유 현행법상 “농업생산기반시설”은 농업생산기반 정비사업으로 설치되거나 그 밖에 농지 보전이나 농업 생산에 이용되는 시설로서 농업의 현대화, 생산력 증대 등 농어촌의 경쟁력 강화 및 현대화에 중요한 시설임에도 시장·군수·구청장 등 지자체가 관리하는 농업생산기반시설을 종합적·체계적으로 관리·운영 할 수 있는 “농업생산기반시설정보체계”에 대한 법 규정이 없음. 현재 지자체의 농업생산기반시설의 등록 및 관리는 단순 서류철에 의존하고 있어 체계적이고 수치화된 시설의 현황 관리가 어려우며 이로 인해 시설중복설치로 인한 예산 낭비, 시설설치 후 노후화된 기반시설의 안전관리 미비, 가뭄 및 홍수 등의 자연재해 위험성 증가, 수질 오염 등 지방자치단체의 농업생산기반 시설 설치·관리·운영상에 지속적인 문제 발생의 원인이 되고 있음. 또한 지자체가 시설의 효율적·과학적 관리를 위해 “농업생산기반시설정보체계”를 구축하려 해도 법적근거가 없어 예산마련 및 용역발주에 어려움을 겪고 있음. 따라서 “농업생산기반시설정보체계”를 마련하여 시설을 종합적ㆍ체계적으로 설치·관리·운영함으로써 정보체계 활용을 통한 시설관리 예산 절감, 시설의 효과적 모니터링을 통한 안전증대, 수질오염저감, 농업용수의 합리적 이용 및 보전관리, 농업용수에 대한 수요량·공급량 및 물 부족 현황 파악 등의 업무능률 향상으로 농어촌의 경쟁력 강화 및 현대화에 기여하고자 함. 주요내용 가. 농업생산기반시설정보체계를 마련하여 시설을 종합적ㆍ체계적으로 설치·관리·운영함으로써 정보체계 활용을 통한 시설관리를 위해 농업생산기반시설정보체계를 구축ㆍ운영에 대한 근거규정을 마련함(안 제18조의3제1항 신설). 나. 체계적이고 수치화된 시설의 현황 관리를 위해 등록된 정보를 매년 최신으로 유지할 수 있는 근거 규정을 마련함(안 제18조의3제2항 신설). 다. 농업생산기반시설정보체계의 구축범위 및 운영절차, 그 밖에 필요한 사항을 농림축산식품부장관이 정하여 고시하도록 규정을 신설함(안 제18조의3제3항 신설). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2W1C0Z2J1B7S1O5F4R3W3B9B6W2Z8,2021-11-11,수정가결,강기윤
773,2108207,PRC_M2V1R0U2E1C9K1T4T2S5H2Z3Z5G4M9,"김승수,김태호,박대수,박성중,박형수,서일준,성일종,윤두현,이종배,정운천,정점식",국민연금법 일부개정법률안," 제안이유 및 주요내용 현행법령에 따르면 사업장의 사용자가 근로자의 임금에서 기여금을 공제하고 연금보험료를 내지 아니한 경우에는, 국민건강보험공단이 그 근로자에게 체납 사실통지서를 등기우편으로 발송하여 체납사실을 알리고 있음. 그러나, 노동자의 권익을 보호하기 위해서는 그 체납사실을 주기적으로 안내할 필요가 있다는 지적이 있음. 이에 사용자가 연금보험료를 내지 아니한 경우에는 국민건강보험공단이 연 2회 이상 근로자에게 체납사실을 통지하도록 함으로써, 근로자의 연금수급권을 보호하려는 것임(안 제17조제3항 신설). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2V1R0U2E1C9K1T4T2S5H2Z3Z5G4M9,2021-06-29,수정가결,이종성
774,2108226,PRC_V2A1W0D2W2M1O1E8E5H8B2T1J8I5S5,"강준현,고영인,김교흥,김회재,문진석,박상혁,조오섭,조응천,진선미,홍정민",주택도시기금법 일부개정법률안," 제안이유 및 주요내용 현행법은 기금의 용도를 규정하면서, 주택도시기금이 출자할 수 있는 부동산투자회사의 업무 범위를 임대주택의 공급을 촉진하기 위한 경우로 한정하고 있음. 이와 관련하여 다양한 주택 공급 방식을 통해 새로운 주택 공급에 대한 국민의 수요를 충족하기 위해 임대주택뿐만 아니라 공공분양의 공급을 촉진하기 위한 경우에도 주택도시기금이 부동산투자회사에 출자할 수 있도록 하려는 것임(안 제9조). 또한 현행법은 주택도시보증공사가 행할 수 있는 보증의 총액한도를 자기자본의 50배를 초과하지 않는 범위로 규정하고 있으나, 전세보증금 반환보증, 임대보증금 보증과 같은 주택도시보증공사의 보증을 통한 서민 주거 지원에 대한 수요가 지속적으로 확대되고 있으며, 정부의 주택공급 확대 정책을 지원하기 위한 보증수요는 향후에도 지속 증가할 것으로 예상됨. 이에 주택도시보증공사의 보증 총액한도가 확대될 필요가 있어 이를 자기자본의 60배를 초과하지 않는 범위로 확대하고자 함(안 제27조). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2A1W0D2W2M1O1E8E5H8B2T1J8I5S5,2021-06-29,원안가결,홍기원
775,2108235,PRC_O2B1G0Q2L0Z2U1Q5L5Z4C5Q5D6K1U0,"강선우,김윤덕,김회재,박성민,소병훈,송재호,위성곤,이규민,이용선",지역 개발 및 지원에 관한 법률 일부개정법률안," 제안이유 및 주요내용 정부는 ’60년대부터 낙후지역 등 저개발지역의 경제적？사회적 성장을 촉진하기 위하여 도로, 철도 등 기반시설 구축을 위한 각종 사업을 지원하였으며, ’15년부터 이들 지역에 대한 각종 사업의 지원체계를 현행법으로 일원화 한 이후에도 매년 약 2,090억원의 국비 보조금을 지원하고 있음. 그러나 현행법은 국비 보조금의 지원범위를 ‘기반시설의 설치나 설치비용의 지원’으로 제한하고 있어 해당 지방자치단체가 기반시설을 충분히 확보한 경우에도 기반시설 설치를 위한 지역 개발사업 위주로 사업을 발굴할 수 밖에 없는 실정으로, 효과적인 지역 개발사업 지원에 한계가 있다는 지적이 있음. 이에 성장촉진지역에 대한 국비 보조금의 지원범위를 기반시설의 설치ㆍ운영에 관한 비용까지 지원이 가능하도록 확대함으로써 지역실정에 맞는 다양한 지역개발사업 추진으로 지역주민의 만족도를 제고하려는 것임(안 제55조제1항). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2B1G0Q2L0Z2U1Q5L5Z4C5Q5D6K1U0,2021-07-24,수정가결,허영
776,2108248,PRC_U2K1O0Z2I2G3H2U0Z4I2Y3S4B6U2I4,"강준현,김교흥,김회재,문정복,문진석,박상혁,박영순,송갑석,윤영덕,장경태,조응천,주철현,진선미,진성준,천준호,허영,홍기원",도시재생 활성화 및 지원에 관한 특별법 일부개정법률안," 제안이유 기존 도시재생사업의 한계를 극복하기 위해 혁신지구, 총괄사업관리자, 도시재생 인정사업 등의 제도를 새롭게 도입하였음. 그러나 재생이 시급한 노후 주거지에서는 여전히 공공의 사업부지 확보가 어렵고 인정사업은 도시재생활성화지역 밖을 대상으로 하는 등 제도적인 한계로 인해 실질적인 주거지 재생과 지역주민이 체감할 수 있는 성과를 도출하는데 부족한 측면이 있었음. 이에, 노후 주거지에 사업부지 확보가 가능하도록 제한적 수용권을 부여하는 주거재생혁신지구 제도를 도입하고, 현행 혁신지구에도 주택정비사업과 중복지정을 활성화하도록 필요한 제도개선을 하고자 함. 또한, 총괄사업관리자의 역할을 강화하여 공기업 등 주도의 주거지 재생사업을 적극적으로 발굴ㆍ제안토록 하고, 인정사업의 대상지역 요건을 완화하여 기존에 재생효과가 부족했던 사업지에서도 중복되지 않는 범위 내에서 추가 지원을 할 수 있도록 근거를 마련하고자 함. 그 밖에 도시재생사업의 신속하고 효율적인 추진을 위해 도시재생활성화계획 수립ㆍ변경에 따른 의제사항을 확대하고자 함. 주요내용 가. 총괄사업관리자의 역할 강화(안 제19조) 현행 총괄사업관리자는 지방자치단체가 위탁하는 업무로 그 역할이 한정되었던 것을 공기업 등에게 도시재생활성화계획의 수립ㆍ변경 제안권을 부여하여 도시재생사업에 적극적으로 참여하도록 함. 나. 도시재생활성화계획의 의제사항 확대(안 제21조) 신속하고 효율적인 도시재생사업 추진을 위해 도시재생활성화계획 고시에 따른 의제사항에 정비계획의 결정 및 소규모주택정비 관리계획의 수립 등을 추가함. 다. 인정사업의 변경ㆍ고시 등 절차 마련(안 제26조의2) 인정사업의 원활한 추진을 위해 인정사업계획의 수립ㆍ고시ㆍ변경ㆍ경미한 변경ㆍ취소 등에 관한 절차를 마련하고 도시재생활성화계획이 수립된 지역 내의 사업도 도시재생사업으로 인정하도록 함. 라. 혁신지구 종전사업 주거지역 제한 폐지(안 제55조) 정비사업 등과 혁신지구의 연계 활성화를 위해 혁신지구와 중복지정 가능한 종전사업의 주거지역 면적제한(10분의 2 미만) 요건을 삭제함. 마. 주거재생혁신지구의 도입 및 토지 수용권 부여 등(안 제55조의2 등) 현행 혁신지구는 사업부지 확보가 어려워 노후 주거지 재생에 한계가 있던 것을 일정 기준을 충족하는 주거지역에서 혁신지구사업시행자가 토지 소유자의 동의를 얻어 토지를 수용하는 등 주거재생을 촉진할 수 있도록 함. 참고사항 이 법률안은 허영의원이 대표발의한 「빈집 및 소규모주택 정비에 관한 특례법 일부개정법률안」(의안번호 제8251호)의 의결을 전제로 하는 것이므로 같은 법률안이 의결되지 아니하거나 수정의결되는 경우에는 이에 맞추어 조정하여야 할 것임. ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2K1O0Z2I2G3H2U0Z4I2Y3S4B6U2I4,2021-06-29,수정가결,조오섭
777,2108251,PRC_P2G1S0S2G2D2A1K2X4R2V5D2Z8C9U6,"강준현,김성환,김회재,박상혁,박영순,양기대,윤영덕,윤준병,이병훈,임호선,장경태,조오섭,조응천,진선미,천준호,홍기원",빈집 및 소규모주택 정비에 관한 특례법 일부개정법률안," 제안이유 현행법에 따른 소규모주택정비사업은 가로구역에서 종전의 가로구역을 유지하면서 주거환경을 개선하거나 인접한 주민들이 주민합의체를 구성하여 소규모로 정비하는 사업으로서, 재개발사업 등 대규모 정비사업과 비교할 때 정비구역 지정, 추진위원회 구성 등의 사업 추진 절차를 생략할 수 있어 저층 노후 주거지역을 신속하게 정비할 수 있는 정비사업으로 제시되고 있음. 그런데, 현행법상 가로주택정비사업, 자율주택정비사업 등 소규모주택정비사업은 주거지역에서만 사업이 가능하여 역세권, 준공업지역 중 노후 건축물이 대부분인 지역 중 주거ㆍ상업ㆍ산업 등 다양한 기능이 혼재되어 있으면서 광역적 개발이 어려운 지역의 경우 소규모로 정비하는데 한계가 존재한다는 지적이 있음. 이에 소규모주택정비사업의 유형으로 ‘소규모재개발사업’을 도입하여 역세권, 준공업지역의 5천㎡ 미만의 소규모 지역에서 간소화된 사업 추진 절차로 노후한 지역을 신속하게 정비하여 주거환경 또는 도시환경을 개선하고자 함. 또한 소규모주택정비사업이 보다 실효성 있게 활발히 시행될 수 있도록, ‘소규모주택정비 관리지역’(이하 ‘관리지역’)의 개념을 도입하고자 함. 10만㎡ 이내의 관리지역에 대해서는 체계적인 소규모정비가 가능하도록 공공의 거점 소규모정비사업 및 기반시설 계획 등을 포함한 관리계획을 수립토록 함. 관리지역 내에서는 공공이 가로주택정비를 추진할 때 토지등소유자 2/3 이상 동의시 수용이 가능토록 하고, 자율주택정비는 주민들의 80% 이상 합의시 매도청구권을 부여하여 사업의 신속한 추진이 가능토록 소규모정비사업의 요건을 완화함. 또한, 특별건축구역 및 특별가로구역을 의제하여 보다 자유로운 건축이 가능하도록 하고, 관리계획 수립ㆍ변경시 지구단위계획ㆍ도시재생활성화계획 등이 변경되도록 의제하여 절차를 간소화 하고자함. 특히, 관리지역 내에서 가로ㆍ자율정비시 용도지역을 상향하고 법적 용적률 상한까지 건축할 수 있도록 하며, 인접한 가로주택정비사업 간 결합개발을 가능하도록 하여 소규모 정비가 보다 활발히 추진될 수 있도록 인센티브를 제공함. 이에 더하여, 관리지역 내 필요한 기반시설에 대해 국비를 지원할 수 있는 근거도 마련하여 노후한 저층 주거지에 부족한 도로ㆍ주차장 등을 적기에 확충할 수 있도록 함. 주요내용 1. 소규모 재개발 신설 가. 역세권ㆍ준공업지역에서 소규모로 주거환경 또는 도시환경을 개선하기 위한 ‘소규모재개발사업’을 신설함(안 제2조제1항제3호라목). 나. 소규모재개발사업은 제29조에 따라 인가받은 사업시행계획에 따라 주택 등 건축물을 건설하여 공급하는 방법으로 시행하도록 함(안 제16조제4항). 다. 소규모재개발사업을 시행하려는 토지등소유자는 4분의 1 이상 동의를 받아 사업시행예정구역 지정을 제안할 수 있고, 시장ㆍ군수등의 사업시행예정구역 지정 고시가 있은 날부터 1년 이내에 조합설립인가 또는 공공시행자 지정 등을 하지 아니한 때에는 사업시행예정구역 지정이 취소되도록 함(안 제17조의2). 라. 시장ㆍ군수등은 일정한 요건에 해당하는 경우 소규모재개발사업을 직접 시행하거나 토지주택공사등 공공시행자를 지정할 수 있도록 함(안 제18조). 마. 소규모재개발사업을 시행하는 경우로서 토지등소유자가 20명 미만인 경우에는 토지등소유자의 10분의 8 이상 및 토지면적의 3분의 2 이상의 토지소유자 동의를 받아 주민합의체를 구성하도록 함(안 제22조제2항ㆍ제3항). 바. 소규모재개발사업의 토지등소유자는 조합을 설립하는 경우 토지등소유자의 10분의 8 이상 및 토지면적의 3분의 2 이상의 토지소유자 동의를 받아 시장ㆍ군수등의 인가를 받도록 함(안 제23조제4항). 사. 소규모재개발사업의 사업시행자는 분양신청을 하지 아니한 자 등에 대하여 「공익사업을 위한 토지 등의 취득 및 보상에 관한 법률」제3조에 따른 토지ㆍ물건 및 권리를 수용 또는 사용할 수 있도록 함(안 제35조의2). 2. 소규모주택정비 관리지역 신설 가. 노후ㆍ불량 단독주택 및 공동주택과 신축 건축물 등이 혼재하여 광역적 개발이 곤란한 지역에서 정비기반시설과 공동이용시설 확충을 통해 소규모주택정비사업을 계획적ㆍ효율적으로 추진하기 위한 ‘소규모주택정비 관리지역’(이하 ‘관리지역’)을 신설함(안 제2조제1항제9호). 나. 공공임대주택 등을 50퍼센트 이상이 되도록 건설하는 경우, 자율주택정비사업을 1인이 시행할 수 있도록 함(안 제17조제2항). 다. 관리지역에서 시행하는 자율주택정비사업의 경우 토지등소유자의 10분의 8 이상 및 토지면적의 3분의 2 이상의 토지소유자 동의를 받은 경우 주민합의체를 구성할 수 있도록 함(안 제22조제2항ㆍ제3항). 라. 시장ㆍ군수등 또는 토지주택공사등이 관리지역에서 공공시행자가 가로주택정비사업을 시행하는 경우 「공익사업을 위한 토지 등의 취득 및 보상에 관한 법률」 제3조에 따른 토지ㆍ물건 및 권리를 수용 또는 사용할 수 있도록 함(안 제35조의2). 마. 시장ㆍ군수등 또는 토지주택공사등은 관리지역에 대하여 ‘소규모주택정비 관리계획’(이하 ‘관리계획’)을 수립하여 시ㆍ도지사에게 제안할 수 있도록 함(안 제43조의2). 바. 국가 또는 시ㆍ도지사는 시장, 군수, 자치구의 구청장 또는 토지주택공사등이 관리계획에 따라 정비기반시설 또는 공동이용시설 설치에 드는 비용의 전부 또는 일부를 보조하거나 융자할 수 있도록 함(안 제44조). 사. 관리지역에서 시행하는 자율주택정비사업 및 가로주택정비사업에 대해 공동이용시설의 바닥면적을 「건축법」 제84조에 따른 건축물의 바닥면적에 산입하지 않으며, 서로 연접한 사업시행구역을 하나의 사업시행구역으로 통합하여 시행할 수 있도록 함(안 제48조). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2G1S0S2G2D2A1K2X4R2V5D2Z8C9U6,2021-06-29,수정가결,허영
778,2108262,PRC_F2R1H0C1S2A8W1L8Y0S0R1C3S8O4Q4,"김두관,김병기,김승남,김원이,김정호,김회재,맹성규,민형배,민홍철,박재호,서동용,서삼석,송갑석,신정훈,양정숙,양향자,오영환,위성곤,윤영덕,윤재갑,이개호,이만희,이병훈,이용빈,이형석,임호선,조오섭,주철현,하태경,홍성국,홍정민",2023 순천만국제정원박람회 지원 및 사후활용에 관한 특별법안," 제안이유 2023 순천만국제정원박람회(이하 “박람회”라 함) 유치를 위하여 정부, 전라남도, 순천시 등은 AIPH(국제원예생산자협회)와 회원국을 상대로 많은 공약을 해왔으며, AIPH는 2020년 3월 3일 미국 플로리다주 마이애미에서 상반기 총회를 열고 전라남도와 순천시가 공동개최하는 박람회 유치를 최종 승인함. 이러한 공약의 이행 및 성공적인 박람회 개최와 지속적인 발전을 도모하기 위한 추진체계 구축, 운영계획 수립 및 재원대책 마련 등이 시급한 실정임. 이에 2023년에 범국가적 행사로 개최되는 박람회의 성공적인 준비 및 운영을 지원하기 위하여 박람회 주관기관인 2023 순천만국제정원박람회조직위원회의 설립 및 박람회관련 사업의 지원과 사후활용 등을 위한 법적 근거를 마련함으로써, 국내 정원산업 진흥과 정원문화 활성화를 도모하고 모든 사람들의 건강하며 지속가능한 삶의 발전적 영위에 이바지하려는 것임. 주요내용 가. 이 법은 2023년에 개최되는 순천만국제정원박람회의 성공적 개최를 지원하고 박람회 개최 이후 박람회 시설 등을 효율적으로 활용함으로써 국내 정원산업을 진흥하고 정원문화를 활성화하여, 모든 사람들이 일상생활 속에서 자연환경과 조화를 이루고, 건강하며 지속가능한 삶을 발전적으로 영위하는 데 이바지함을 목적으로 함(안 제1조). 나. 박람회의 준비 및 성공적인 개최와 사후활용을 위해 산림청장의 인가를 받아 2023 순천만국제정원박람회조직위원회를 법인으로 설립하도록 함(안 제5조). 다. 조직위원회의 설치 및 운영과 박람회의 준비 및 운영에 필요한 비용을 충당하기 위하여 박람회기금을 설치함(안 제8조). 라. 조직위원회는 박람회의 준비 및 운영과 사후활용에 필요한 비용을 충당하기 위하여 산림청장의 승인을 받아 수익사업을 할 수 있도록 함(안 제12조). 마. 국가 또는 지방자치단체는 조직위원회의 설치ㆍ운영, 박람회의 준비ㆍ운영, 박람회장 관련 시설 유지ㆍ관리 등에 드는 비용을 지원하기 위하여 조직위원회에 예산을 지원할 수 있도록 함(안 제19조). 바. 국가 또는 지방자치단체는 필요하다고 인정하는 경우 조직위원회로 하여금 국유ㆍ공유재산 등을 무상으로 대부ㆍ사용ㆍ수익하게 할 수 있도록 함(안 제20조). 사. 박람회와 관련된 주요 정책을 심의ㆍ조정하기 위하여 산림청 소속으로 2023 순천만국제정원박람회정부지원실무위원회를 두도록 함(안 제23조). 아. 국가 또는 지방자치단체는 박람회 관련시설의 신축 및 개축ㆍ보수에 관하여 사업비를 지원할 수 있고, 박람회 관련시설 사업을 박람회의 개최시기에 맞추어 우선적으로 시행할 수 있도록 함(안 제24조). 참고사항 이 법률안은 법령ㆍ예산 및 기금운용계획 등에 따라 이미 비용이 발생하고 있는 경우에 대한 법적 근거를 마련하는 것으로서 추가적인 재정수반 요인을 포함하고 있지 아니함. ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2R1H0C1S2A8W1L8Y0S0R1C3S8O4Q4,2021-07-23,수정가결,소병철
779,2108273,PRC_G2H1D0L2K2B4L1L5M5C4M0Z5D3Q5L5,"강준현,김회재,문정복,문진석,박상혁,박영순,박찬대,소병훈,송영길,이성만,이학영,장경태,정일영,조오섭,조응천,진선미,진성준,천준호,허영,허종식,홍기원",주택법 일부개정법률안," 제안이유 및 주요내용 최근 집값 상승기대가 지속되고, 도심 내 주택이 부족하다는 우려가 커지면서 내 집 마련 불안 심리가 확산되고 있으며, 비대면 소비 등 생활패턴 변화에 맞춰 도시공간구조 개편 필요성도 높아지고 있음. 그러나, 현재 재개발·재건축 등 정비사업의 경우 절차가 복잡하고 조합권간 이해상충으로 사업에 장기간이 소요되는 등 사업추진에 어려움이 있어 공공이 다양한 이해관계를 책임지고 사업을 책임감 있게 추진하면 충분한 주택을 신속하게 공급할 수 있음. 이에 따라 새롭게 신설되는 도심 공공주택 복합사업 등 공공주도 사업에 대하여 실수요자에게 저렴하게 주택이 공급될 수 있도록 분양가상한제를 적용하려는 것임(안 제57조제1항제2호). 참고사항 이 법률안은 김교흥의원이 대표발의한 「공공주택 특별법 일부개정법률안」(의안번호 제8275호), 진성준의원이 대표발의한 「도시 및 주거환경정비법 일부개정법률안」 (의안번호 제8272호), 조오섭의원이 대표발의한 「도시재생 활성화 지원에 관한 특별법 일부개정법률안」 (의안번호 제8248호) 의결을 전제로 하는 것이므로 같은 법률안이 의결되지 아니하거나 수정의결되는 경우에는 이에 맞추어 조정되어야 할 것임. ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2H1D0L2K2B4L1L5M5C4M0Z5D3Q5L5,2021-06-29,수정가결,김교흥
